Impact,output-BillWeb-73,Severity,Title,"Bulletin
ID",output-Report-66,output-Gateway_Backup.76,output-MamWeb-70,output-MemDB-72,output-BillDB-75,Supersedes,output -WinJumpoff-68,output-BackUp-65,output-Mem&BillTest-95,Component KB,output-MemAPI-71,CVEs,Bulletin KB,"Date
Posted",Affected Component,Reboot,output-BillAPI-74,Affected Product
Information Disclosure,True,Important,Vulnerability in Windows Photo Decoder Component Could Allow Information Disclosure,MS15-029,True,True,True,True,True,,True,True,True,3035126,True,CVE-2015-0076,3035126,2015-03-10,,Maybe,True,Windows Server 2012 R2
Security Bypass,True,Important,Vulnerability in Windows Task Scheduler Could Allow Security Feature Bypass,MS15-028,True,True,True,True,True,,True,True,True,3030377,True,CVE-2015-0084,3030377,2015-03-10,,Yes,True,Windows Server 2012
Security Bypass,True,Important,Vulnerability in Windows Task Scheduler Could Allow Security Feature Bypass,MS15-028,True,True,True,True,True,,True,True,True,3030377,True,CVE-2015-0084,3030377,2015-03-10,,Yes,True,Windows Server 2012 R2
Security Bypass,True,Important,Vulnerability in Windows Task Scheduler Could Allow Security Feature Bypass,MS15-028,True,True,True,True,True,,True,True,True,3030377,True,CVE-2015-0084,3030377,2015-03-10,,Yes,True,Windows Server 2012 (Server Core installation)
Security Bypass,True,Important,Vulnerability in Windows Task Scheduler Could Allow Security Feature Bypass,MS15-028,True,True,True,True,True,,True,True,True,3030377,True,CVE-2015-0084,3030377,2015-03-10,,Yes,True,Windows Server 2012 R2 (server core installation)
Spoofing,False,Important,Vulnerability in NETLOGON Could Allow Spoofing,MS15-027,False,False,False,False,False,,False,False,False,3002657,False,CVE-2015-0005,3002657,2015-03-10,,Yes,False,Windows Server 2012
Spoofing,False,Important,Vulnerability in NETLOGON Could Allow Spoofing,MS15-027,False,False,False,False,False,,False,False,False,3002657,False,CVE-2015-0005,3002657,2015-03-10,,Yes,False,Windows Server 2012 R2
Spoofing,False,Important,Vulnerability in NETLOGON Could Allow Spoofing,MS15-027,False,False,False,False,False,,False,False,False,3002657,False,CVE-2015-0005,3002657,2015-03-10,,Yes,False,Windows Server 2012 (Server Core installation)
Spoofing,False,Important,Vulnerability in NETLOGON Could Allow Spoofing,MS15-027,False,False,False,False,False,,False,False,False,3002657,False,CVE-2015-0005,3002657,2015-03-10,,Yes,False,Windows Server 2012 R2 (server core installation)
Elevation of Privilege,False,Important,Vulnerabilities in Windows Kernel Could Allow Elevation of Privilege,MS15-025,False,False,False,False,False,MS15-010[3023562],False,False,False,3035131,False,"CVE-2015-0073,CVE-2015-0075",3038680,2015-03-10,,Yes,False,Windows Server 2012
Elevation of Privilege,False,Important,Vulnerabilities in Windows Kernel Could Allow Elevation of Privilege,MS15-025,False,False,False,False,False,MS15-010[3023562],False,False,False,3035131,False,"CVE-2015-0073,CVE-2015-0075",3038680,2015-03-10,,Yes,False,Windows Server 2012 (Server Core installation)
Elevation of Privilege,False,Important,Vulnerabilities in Windows Kernel Could Allow Elevation of Privilege,MS15-025,False,False,False,False,False,MS15-015[3031432],False,False,False,3035131,False,"CVE-2015-0073,CVE-2015-0075",3038680,2015-03-10,,Yes,False,Windows Server 2012 R2
Elevation of Privilege,False,Important,Vulnerabilities in Windows Kernel Could Allow Elevation of Privilege,MS15-025,False,False,False,False,False,MS15-015[3031432],False,False,False,3035131,False,"CVE-2015-0073,CVE-2015-0075",3038680,2015-03-10,,Yes,False,Windows Server 2012 R2 (server core installation)
Information Disclosure,True,Important,Vulnerability in PNG Processing Could Allow Information Disclosure,MS15-024,True,True,True,True,True,MS15-016[3029944],True,True,True,3035132,True,CVE-2015-0080,3035132,2015-03-10,,Maybe,True,Windows Server 2012
Information Disclosure,True,Important,Vulnerability in PNG Processing Could Allow Information Disclosure,MS15-024,True,True,True,True,True,MS15-016[3029944],True,True,True,3035132,True,CVE-2015-0080,3035132,2015-03-10,,Maybe,True,Windows Server 2012 R2
Information Disclosure,True,Important,Vulnerability in PNG Processing Could Allow Information Disclosure,MS15-024,True,True,True,True,True,MS15-016[3029944],True,True,True,3035132,True,CVE-2015-0080,3035132,2015-03-10,,Maybe,True,Windows Server 2012 (Server Core installation)
Information Disclosure,True,Important,Vulnerability in PNG Processing Could Allow Information Disclosure,MS15-024,True,True,True,True,True,MS15-016[3029944],True,True,True,3035132,True,CVE-2015-0080,3035132,2015-03-10,,Maybe,True,Windows Server 2012 R2 (server core installation)
Elevation of Privilege,False,Important,Vulnerabilities in Kernel-Mode Driver Could Allow Elevation of Privilege,MS15-023,False,False,False,False,False,MS15-010[3013455],False,False,False,3034344,False,"CVE-2015-0077,CVE-2015-0078,CVE-2015-0094,CVE-2015-0095",3034344,2015-03-10,,Yes,False,Windows Server 2012
Elevation of Privilege,False,Important,Vulnerabilities in Kernel-Mode Driver Could Allow Elevation of Privilege,MS15-023,False,False,False,False,False,MS15-010[3013455],False,False,False,3034344,False,"CVE-2015-0077,CVE-2015-0078,CVE-2015-0094,CVE-2015-0095",3034344,2015-03-10,,Yes,False,Windows Server 2012 R2
Elevation of Privilege,False,Important,Vulnerabilities in Kernel-Mode Driver Could Allow Elevation of Privilege,MS15-023,False,False,False,False,False,MS15-010[3013455],False,False,False,3034344,False,"CVE-2015-0077,CVE-2015-0078,CVE-2015-0094,CVE-2015-0095",3034344,2015-03-10,,Yes,False,Windows Server 2012 (Server Core installation)
Elevation of Privilege,False,Important,Vulnerabilities in Kernel-Mode Driver Could Allow Elevation of Privilege,MS15-023,False,False,False,False,False,MS15-010[3013455],False,False,False,3034344,False,"CVE-2015-0077,CVE-2015-0078,CVE-2015-0094,CVE-2015-0095",3034344,2015-03-10,,Yes,False,Windows Server 2012 R2 (server core installation)
Remote Code Execution,False,Critical,Vulnerabilities in Adobe Font Driver Could Allow Remote Code Execution,MS15-021,False,False,False,False,False,MS13-081[2847311],False,False,False,3032323,False,"CVE-2015-0074,CVE-2015-0087,CVE-2015-0088,CVE-2015-0089,CVE-2015-0090,CVE-2015-0091,CVE-2015-0092,CVE-2015-0093",3032323,2015-03-10,,Yes,False,Windows Server 2012
Remote Code Execution,False,Critical,Vulnerabilities in Adobe Font Driver Could Allow Remote Code Execution,MS15-021,False,False,False,False,False,MS13-081[2847311],False,False,False,3032323,False,"CVE-2015-0074,CVE-2015-0087,CVE-2015-0088,CVE-2015-0089,CVE-2015-0090,CVE-2015-0091,CVE-2015-0092,CVE-2015-0093",3032323,2015-03-10,,Yes,False,Windows Server 2012 (Server Core installation)
Remote Code Execution,False,Critical,Vulnerabilities in Adobe Font Driver Could Allow Remote Code Execution,MS15-021,False,False,False,False,False,,False,False,False,3032323,False,"CVE-2015-0074,CVE-2015-0087,CVE-2015-0088,CVE-2015-0089,CVE-2015-0090,CVE-2015-0091,CVE-2015-0092,CVE-2015-0093",3032323,2015-03-10,,Yes,False,Windows Server 2012 R2
Remote Code Execution,False,Critical,Vulnerabilities in Adobe Font Driver Could Allow Remote Code Execution,MS15-021,False,False,False,False,False,,False,False,False,3032323,False,"CVE-2015-0074,CVE-2015-0087,CVE-2015-0088,CVE-2015-0089,CVE-2015-0090,CVE-2015-0091,CVE-2015-0092,CVE-2015-0093",3032323,2015-03-10,,Yes,False,Windows Server 2012 R2 (server core installation)
Remote Code Execution,False,Critical,Vulnerabilities in Microsoft Windows Could Allow Remote Code Execution,MS15-020,False,False,False,False,False,,True,False,True,3033889,False,"CVE-2015-0081,CVE-2015-0096",3041836,2015-03-10,,Yes,False,Windows Server 2012
Remote Code Execution,False,Critical,Vulnerabilities in Microsoft Windows Could Allow Remote Code Execution,MS15-020,False,False,False,False,False,,True,False,True,3033889,False,"CVE-2015-0081,CVE-2015-0096",3041836,2015-03-10,,Yes,False,Windows Server 2012 R2
Remote Code Execution,False,Critical,Vulnerabilities in Microsoft Windows Could Allow Remote Code Execution,MS15-020,False,False,False,False,False,,True,False,True,3033889,False,"CVE-2015-0081,CVE-2015-0096",3041836,2015-03-10,,Yes,False,Windows Server 2012
Remote Code Execution,False,Critical,Vulnerabilities in Microsoft Windows Could Allow Remote Code Execution,MS15-020,False,False,False,False,False,,True,False,True,3033889,False,"CVE-2015-0081,CVE-2015-0096",3041836,2015-03-10,,Yes,False,Windows Server 2012 R2
Remote Code Execution,False,Critical,Vulnerabilities in Microsoft Windows Could Allow Remote Code Execution,MS15-020,False,False,False,False,False,MS14-027[2926765],False,False,False,3039066,False,"CVE-2015-0081,CVE-2015-0096",3041836,2015-03-10,,Yes,False,Windows Server 2012
Remote Code Execution,False,Critical,Vulnerabilities in Microsoft Windows Could Allow Remote Code Execution,MS15-020,False,False,False,False,False,MS14-027[2926765],False,False,False,3039066,False,"CVE-2015-0081,CVE-2015-0096",3041836,2015-03-10,,Yes,False,Windows Server 2012 (Server Core installation)
Remote Code Execution,False,Critical,Vulnerabilities in Microsoft Windows Could Allow Remote Code Execution,MS15-020,False,False,False,False,False,MS14-027[2926765;2962123],False,False,False,3039066,False,"CVE-2015-0081,CVE-2015-0096",3041836,2015-03-10,,Yes,False,Windows Server 2012 R2
Remote Code Execution,False,Critical,Vulnerabilities in Microsoft Windows Could Allow Remote Code Execution,MS15-020,False,False,False,False,False,MS14-027[2926765;2962123],False,False,False,3039066,False,"CVE-2015-0081,CVE-2015-0096",3041836,2015-03-10,,Yes,False,Windows Server 2012 R2 (server core installation)
Remote Code Execution,False,Moderate,Cumulative Security Update for Internet Explorer,MS15-018,False,False,False,False,False,MS15-009[3021952;3034196],False,False,False,3032359,False,"CVE-2015-0056,CVE-2015-0099,CVE-2015-0100,CVE-2015-1622,CVE-2015-1623,CVE-2015-1624,CVE-2015-1625,CVE-2015-1626,CVE-2015-1634",3032359,2015-03-10,Internet Explorer 10,Yes,False,Windows Server 2012
Remote Code Execution,False,Moderate,Cumulative Security Update for Internet Explorer,MS15-018,False,False,False,False,False,MS15-009[3021952;3034196;3036197],False,False,False,3032359,False,"CVE-2015-0056,CVE-2015-0099,CVE-2015-0100,CVE-2015-1622,CVE-2015-1623,CVE-2015-1624,CVE-2015-1625,CVE-2015-1626,CVE-2015-1634",3032359,2015-03-10,Windows Internet Explorer 11,Yes,False,Windows Server 2012 R2
Information Disclosure,False,Important,Vulnerability in Microsoft Graphics Component Could Allow Information Disclosure,MS15-016,False,False,False,False,False,MS14-085[3013126],False,False,False,3029944,False,CVE-2015-0061,3029944,2015-02-10,,Maybe,False,Windows Server 2012
Information Disclosure,False,Important,Vulnerability in Microsoft Graphics Component Could Allow Information Disclosure,MS15-016,False,False,False,False,False,MS14-085[3013126],False,False,False,3029944,False,CVE-2015-0061,3029944,2015-02-10,,Maybe,False,Windows Server 2012 R2
Information Disclosure,False,Important,Vulnerability in Microsoft Graphics Component Could Allow Information Disclosure,MS15-016,False,False,False,False,False,MS14-085[3013126],False,False,False,3029944,False,CVE-2015-0061,3029944,2015-02-10,,Maybe,False,Windows Server 2012 (Server Core installation)
Information Disclosure,False,Important,Vulnerability in Microsoft Graphics Component Could Allow Information Disclosure,MS15-016,False,False,False,False,False,MS14-085[3013126],False,False,False,3029944,False,CVE-2015-0061,3029944,2015-02-10,,Maybe,False,Windows Server 2012 R2 (server core installation)
Elevation of Privilege,False,Important,Vulnerability in Microsoft Windows Could Allow Elevation of Privilege,MS15-015,False,False,False,False,False,MS15-001[3023266],False,False,True,3031432,False,CVE-2015-0062,3031432,2015-02-10,,Yes,False,Windows Server 2012
Elevation of Privilege,False,Important,Vulnerability in Microsoft Windows Could Allow Elevation of Privilege,MS15-015,False,False,False,False,False,MS15-001[3023266],False,False,True,3031432,False,CVE-2015-0062,3031432,2015-02-10,,Yes,False,Windows Server 2012 (Server Core installation)
Elevation of Privilege,False,Important,Vulnerability in Microsoft Windows Could Allow Elevation of Privilege,MS15-015,False,False,False,False,False,,False,False,True,3031432,False,CVE-2015-0062,3031432,2015-02-10,,Yes,False,Windows Server 2012 R2
Elevation of Privilege,False,Important,Vulnerability in Microsoft Windows Could Allow Elevation of Privilege,MS15-015,False,False,False,False,False,,False,False,True,3031432,False,CVE-2015-0062,3031432,2015-02-10,,Yes,False,Windows Server 2012 R2 (server core installation)
Security Bypass,True,Important,Vulnerability in Group Policy Could Allow Security Feature Bypass,MS15-014,True,True,True,True,True,,True,True,True,3004361,True,CVE-2015-0009,3004361,2015-02-10,,Yes,True,Windows Server 2012
Security Bypass,True,Important,Vulnerability in Group Policy Could Allow Security Feature Bypass,MS15-014,True,True,True,True,True,,True,True,True,3004361,True,CVE-2015-0009,3004361,2015-02-10,,Yes,True,Windows Server 2012 R2
Security Bypass,True,Important,Vulnerability in Group Policy Could Allow Security Feature Bypass,MS15-014,True,True,True,True,True,,True,True,True,3004361,True,CVE-2015-0009,3004361,2015-02-10,,Yes,True,Windows Server 2012 (Server Core installation)
Security Bypass,True,Important,Vulnerability in Group Policy Could Allow Security Feature Bypass,MS15-014,True,True,True,True,True,,True,True,True,3004361,True,CVE-2015-0009,3004361,2015-02-10,,Yes,True,Windows Server 2012 R2 (server core installation)
Remote Code Execution,False,Critical,Vulnerability in Group Policy Could Allow Remote Code Execution,MS15-011,False,False,False,False,False,,False,False,False,3000483,False,CVE-2015-0008,3000483,2015-02-10,,Yes,False,Windows Server 2012 R2
Remote Code Execution,False,Critical,Vulnerability in Group Policy Could Allow Remote Code Execution,MS15-011,False,False,False,False,False,,False,False,False,3000483,False,CVE-2015-0008,3000483,2015-02-10,,Yes,False,Windows Server 2012 R2 (server core installation)
Remote Code Execution,False,Critical,Vulnerability in Group Policy Could Allow Remote Code Execution,MS15-011,False,False,False,False,False,MS15-001[3023266],False,False,False,3000483,False,CVE-2015-0008,3000483,2015-02-10,,Yes,False,Windows Server 2012
Remote Code Execution,False,Critical,Vulnerability in Group Policy Could Allow Remote Code Execution,MS15-011,False,False,False,False,False,MS15-001[3023266],False,False,False,3000483,False,CVE-2015-0008,3000483,2015-02-10,,Yes,False,Windows Server 2012 (Server Core installation)
Remote Code Execution,False,Critical,Vulnerabilities in Windows Kernel-Mode Driver Could Allow Remote Code Execution,MS15-010,False,False,False,False,False,MS14-079[3002885],False,False,False,3013455,False,"CVE-2015-0003,CVE-2015-0010,CVE-2015-0057,CVE-2015-0058,CVE-2015-0059,CVE-2015-0060",3036220,2015-02-10,,Yes,False,Windows Server 2012
Remote Code Execution,False,Critical,Vulnerabilities in Windows Kernel-Mode Driver Could Allow Remote Code Execution,MS15-010,False,False,False,False,False,MS14-079[3002885],False,False,False,3013455,False,"CVE-2015-0003,CVE-2015-0010,CVE-2015-0057,CVE-2015-0058,CVE-2015-0059,CVE-2015-0060",3036220,2015-02-10,,Yes,False,Windows Server 2012 R2
Remote Code Execution,False,Critical,Vulnerabilities in Windows Kernel-Mode Driver Could Allow Remote Code Execution,MS15-010,False,False,False,False,False,MS14-079[3002885],False,False,False,3013455,False,"CVE-2015-0003,CVE-2015-0010,CVE-2015-0057,CVE-2015-0058,CVE-2015-0059,CVE-2015-0060",3036220,2015-02-10,,Yes,False,Windows Server 2012 (Server Core installation)
Remote Code Execution,False,Critical,Vulnerabilities in Windows Kernel-Mode Driver Could Allow Remote Code Execution,MS15-010,False,False,False,False,False,MS14-079[3002885],False,False,False,3013455,False,"CVE-2015-0003,CVE-2015-0010,CVE-2015-0057,CVE-2015-0058,CVE-2015-0059,CVE-2015-0060",3036220,2015-02-10,,Yes,False,Windows Server 2012 R2 (server core installation)
Security Bypass,False,Important,Vulnerabilities in Windows Kernel-Mode Driver Could Allow Remote Code Execution,MS15-010,False,False,False,False,False,,False,False,False,3023562,False,"CVE-2015-0003,CVE-2015-0010,CVE-2015-0057,CVE-2015-0058,CVE-2015-0059,CVE-2015-0060",3036220,2015-02-10,,Yes,False,Windows Server 2012
Security Bypass,False,Important,Vulnerabilities in Windows Kernel-Mode Driver Could Allow Remote Code Execution,MS15-010,False,False,False,False,False,,False,False,False,3023562,False,"CVE-2015-0003,CVE-2015-0010,CVE-2015-0057,CVE-2015-0058,CVE-2015-0059,CVE-2015-0060",3036220,2015-02-10,,Yes,False,Windows Server 2012 R2
Security Bypass,False,Important,Vulnerabilities in Windows Kernel-Mode Driver Could Allow Remote Code Execution,MS15-010,False,False,False,False,False,,False,False,False,3023562,False,"CVE-2015-0003,CVE-2015-0010,CVE-2015-0057,CVE-2015-0058,CVE-2015-0059,CVE-2015-0060",3036220,2015-02-10,,Yes,False,Windows Server 2012 (Server Core installation)
Security Bypass,False,Important,Vulnerabilities in Windows Kernel-Mode Driver Could Allow Remote Code Execution,MS15-010,False,False,False,False,False,,False,False,False,3023562,False,"CVE-2015-0003,CVE-2015-0010,CVE-2015-0057,CVE-2015-0058,CVE-2015-0059,CVE-2015-0060",3036220,2015-02-10,,Yes,False,Windows Server 2012 R2 (server core installation)
Remote Code Execution,False,Moderate,Security Update for Internet Explorer,MS15-009,False,False,False,False,False,MS14-080[3008923],False,False,False,3021952,False,"CVE-2014-8967,CVE-2015-0017,CVE-2015-0018,CVE-2015-0019,CVE-2015-0020,CVE-2015-0021,CVE-2015-0022,CVE-2015-0023,CVE-2015-0025,CVE-2015-0026,CVE-2015-0027,CVE-2015-0028,CVE-2015-0029,CVE-2015-0030,CVE-2015-0031,CVE-2015-0035,CVE-2015-0036,CVE-2015-0037,CVE-2015-0038,CVE-2015-0039,CVE-2015-0040,CVE-2015-0041,CVE-2015-0042,CVE-2015-0043,CVE-2015-0044,CVE-2015-0045,CVE-2015-0046,CVE-2015-0048,CVE-2015-0049,CVE-2015-0050,CVE-2015-0051,CVE-2015-0052,CVE-2015-0053,CVE-2015-0054,CVE-2015-0055,CVE-2015-0066,CVE-2015-0067,CVE-2015-0068,CVE-2015-0069,CVE-2015-0070,CVE-2015-0071",3034682,2015-02-10,Windows Internet Explorer 11,Yes,False,Windows Server 2012 R2
Security Bypass,False,Low,Security Update for Internet Explorer,MS15-009,False,False,False,False,False,,False,False,False,3034196,False,"CVE-2014-8967,CVE-2015-0017,CVE-2015-0018,CVE-2015-0019,CVE-2015-0020,CVE-2015-0021,CVE-2015-0022,CVE-2015-0023,CVE-2015-0025,CVE-2015-0026,CVE-2015-0027,CVE-2015-0028,CVE-2015-0029,CVE-2015-0030,CVE-2015-0031,CVE-2015-0035,CVE-2015-0036,CVE-2015-0037,CVE-2015-0038,CVE-2015-0039,CVE-2015-0040,CVE-2015-0041,CVE-2015-0042,CVE-2015-0043,CVE-2015-0044,CVE-2015-0045,CVE-2015-0046,CVE-2015-0048,CVE-2015-0049,CVE-2015-0050,CVE-2015-0051,CVE-2015-0052,CVE-2015-0053,CVE-2015-0054,CVE-2015-0055,CVE-2015-0066,CVE-2015-0067,CVE-2015-0068,CVE-2015-0069,CVE-2015-0070,CVE-2015-0071",3034682,2015-02-10,Internet Explorer 10,Yes,False,Windows Server 2012
Security Bypass,False,Low,Security Update for Internet Explorer,MS15-009,False,False,False,False,False,,False,False,False,3034196,False,"CVE-2014-8967,CVE-2015-0017,CVE-2015-0018,CVE-2015-0019,CVE-2015-0020,CVE-2015-0021,CVE-2015-0022,CVE-2015-0023,CVE-2015-0025,CVE-2015-0026,CVE-2015-0027,CVE-2015-0028,CVE-2015-0029,CVE-2015-0030,CVE-2015-0031,CVE-2015-0035,CVE-2015-0036,CVE-2015-0037,CVE-2015-0038,CVE-2015-0039,CVE-2015-0040,CVE-2015-0041,CVE-2015-0042,CVE-2015-0043,CVE-2015-0044,CVE-2015-0045,CVE-2015-0046,CVE-2015-0048,CVE-2015-0049,CVE-2015-0050,CVE-2015-0051,CVE-2015-0052,CVE-2015-0053,CVE-2015-0054,CVE-2015-0055,CVE-2015-0066,CVE-2015-0067,CVE-2015-0068,CVE-2015-0069,CVE-2015-0070,CVE-2015-0071",3034682,2015-02-10,Windows Internet Explorer 11,Yes,False,Windows Server 2012 R2
Remote Code Execution,False,Moderate,Security Update for Internet Explorer,MS15-009,False,False,False,False,False,MS14-080[3008923;3029449],False,False,False,3021952,False,"CVE-2014-8967,CVE-2015-0017,CVE-2015-0018,CVE-2015-0019,CVE-2015-0020,CVE-2015-0021,CVE-2015-0022,CVE-2015-0023,CVE-2015-0025,CVE-2015-0026,CVE-2015-0027,CVE-2015-0028,CVE-2015-0029,CVE-2015-0030,CVE-2015-0031,CVE-2015-0035,CVE-2015-0036,CVE-2015-0037,CVE-2015-0038,CVE-2015-0039,CVE-2015-0040,CVE-2015-0041,CVE-2015-0042,CVE-2015-0043,CVE-2015-0044,CVE-2015-0045,CVE-2015-0046,CVE-2015-0048,CVE-2015-0049,CVE-2015-0050,CVE-2015-0051,CVE-2015-0052,CVE-2015-0053,CVE-2015-0054,CVE-2015-0055,CVE-2015-0066,CVE-2015-0067,CVE-2015-0068,CVE-2015-0069,CVE-2015-0070,CVE-2015-0071",3034682,2015-02-10,Internet Explorer 10,Yes,False,Windows Server 2012
Elevation of Privilege,False,Important,Vulnerability in Windows Kernel-Mode Driver Could Allow Elevation of Privilege,MS15-008,False,False,False,False,False,,False,False,False,3019215,False,CVE-2015-0011,3019215,2015-01-13,,Yes,False,Windows Server 2012
Elevation of Privilege,False,Important,Vulnerability in Windows Kernel-Mode Driver Could Allow Elevation of Privilege,MS15-008,False,False,False,False,False,,False,False,False,3019215,False,CVE-2015-0011,3019215,2015-01-13,,Yes,False,Windows Server 2012 R2
Denial of Service,True,Important,Vulnerability in Network Policy Server RADIUS Implementation Could Cause Denial of Service,MS15-007,False,True,True,True,True,,False,False,False,3014029,True,CVE-2015-0015,3014029,2015-01-13,,Maybe,True,Windows Server 2012
Denial of Service,True,Important,Vulnerability in Network Policy Server RADIUS Implementation Could Cause Denial of Service,MS15-007,False,True,True,True,True,,False,False,False,3014029,True,CVE-2015-0015,3014029,2015-01-13,,Maybe,True,Windows Server 2012 R2
Security Bypass,True,Important,Vulnerability in Windows Error Reporting Could Allow Security Feature Bypass,MS15-006,True,True,True,True,True,MS14-071[3005607],False,True,True,3004365,True,CVE-2015-0001,3004365,2015-01-13,,Maybe,True,Windows Server 2012
Security Bypass,True,Important,Vulnerability in Windows Error Reporting Could Allow Security Feature Bypass,MS15-006,True,True,True,True,True,MS14-071[3005607],False,True,True,3004365,True,CVE-2015-0001,3004365,2015-01-13,,Maybe,True,Windows Server 2012 R2
Security Bypass,True,Important,Vulnerability in Windows Error Reporting Could Allow Security Feature Bypass,MS15-006,True,True,True,True,True,MS14-071[3005607],False,True,True,3004365,True,CVE-2015-0001,3004365,2015-01-13,,Maybe,True,Windows Server 2012 (Server Core installation)
Security Bypass,True,Important,Vulnerability in Windows Error Reporting Could Allow Security Feature Bypass,MS15-006,True,True,True,True,True,MS14-071[3005607],False,True,True,3004365,True,CVE-2015-0001,3004365,2015-01-13,,Maybe,True,Windows Server 2012 R2 (server core installation)
Security Bypass,True,Important,Vulnerability in Network Location Awareness Service Could Allow Security Feature Bypass,MS15-005,True,True,True,True,True,,True,True,True,3022777,True,CVE-2015-0006,3022777,2015-01-13,,Yes,True,Windows Server 2012
Security Bypass,True,Important,Vulnerability in Network Location Awareness Service Could Allow Security Feature Bypass,MS15-005,True,True,True,True,True,,True,True,True,3022777,True,CVE-2015-0006,3022777,2015-01-13,,Yes,True,Windows Server 2012 R2
Security Bypass,True,Important,Vulnerability in Network Location Awareness Service Could Allow Security Feature Bypass,MS15-005,True,True,True,True,True,,True,True,True,3022777,True,CVE-2015-0006,3022777,2015-01-13,,Yes,True,Windows Server 2012 (Server Core installation)
Security Bypass,True,Important,Vulnerability in Network Location Awareness Service Could Allow Security Feature Bypass,MS15-005,True,True,True,True,True,,True,True,True,3022777,True,CVE-2015-0006,3022777,2015-01-13,,Yes,True,Windows Server 2012 R2 (server core installation)
Elevation of Privilege,True,Important,Vulnerability in Windows Components Could Allow Elevation of Privilege,MS15-004,True,True,True,True,True,,False,True,True,3019978,True,CVE-2015-0016,3025421,2015-01-13,,Maybe,True,Windows Server 2012
Elevation of Privilege,True,Important,Vulnerability in Windows Components Could Allow Elevation of Privilege,MS15-004,True,True,True,True,True,,False,True,True,3019978,True,CVE-2015-0016,3025421,2015-01-13,,Maybe,True,Windows Server 2012 R2
Elevation of Privilege,True,Important,Vulnerability in Windows Components Could Allow Elevation of Privilege,MS15-004,True,True,True,True,True,,False,True,True,3019978,True,CVE-2015-0016,3025421,2015-01-13,,Maybe,True,Windows Server 2012 (Server Core installation)
Elevation of Privilege,True,Important,Vulnerability in Windows Components Could Allow Elevation of Privilege,MS15-004,True,True,True,True,True,,False,True,True,3019978,True,CVE-2015-0016,3025421,2015-01-13,,Maybe,True,Windows Server 2012 R2 (server core installation)
Elevation of Privilege,False,Important,Vulnerability in Windows User Profile Service Could Allow Elevation of Privilege,MS15-003,False,False,False,False,False,,True,False,True,3021674,False,CVE-2015-0004,3021674,2015-01-13,,Maybe,False,Windows Server 2012
Elevation of Privilege,False,Important,Vulnerability in Windows User Profile Service Could Allow Elevation of Privilege,MS15-003,False,False,False,False,False,,True,False,True,3021674,False,CVE-2015-0004,3021674,2015-01-13,,Maybe,False,Windows Server 2012 R2
Elevation of Privilege,False,Important,Vulnerability in Windows User Profile Service Could Allow Elevation of Privilege,MS15-003,False,False,False,False,False,,True,False,True,3021674,False,CVE-2015-0004,3021674,2015-01-13,,Maybe,False,Windows Server 2012 (Server Core installation)
Elevation of Privilege,False,Important,Vulnerability in Windows User Profile Service Could Allow Elevation of Privilege,MS15-003,False,False,False,False,False,,True,False,True,3021674,False,CVE-2015-0004,3021674,2015-01-13,,Maybe,False,Windows Server 2012 R2 (server core installation)
Remote Code Execution,False,Critical,Vulnerability in Windows Telnet Service Could Allow Remote Code Execution,MS15-002,False,False,False,False,False,,False,False,False,3020393,False,CVE-2015-0014,3020393,2015-01-13,,Maybe,False,Windows Server 2012
Remote Code Execution,False,Critical,Vulnerability in Windows Telnet Service Could Allow Remote Code Execution,MS15-002,False,False,False,False,False,,False,False,False,3020393,False,CVE-2015-0014,3020393,2015-01-13,,Maybe,False,Windows Server 2012 R2
Remote Code Execution,False,Critical,Vulnerability in Windows Telnet Service Could Allow Remote Code Execution,MS15-002,False,False,False,False,False,,False,False,False,3020393,False,CVE-2015-0014,3020393,2015-01-13,,Maybe,False,Windows Server 2012 (Server Core installation)
Remote Code Execution,False,Critical,Vulnerability in Windows Telnet Service Could Allow Remote Code Execution,MS15-002,False,False,False,False,False,,False,False,False,3020393,False,CVE-2015-0014,3020393,2015-01-13,,Maybe,False,Windows Server 2012 R2 (server core installation)
Elevation of Privilege,True,Important,Vulnerability in Windows Application Compatibility Cache Could Allow Elevation of Privilege,MS15-001,True,True,True,True,True,MS13-046[2829361],False,True,False,3023266,True,CVE-2015-0002,3023266,2015-01-13,,Yes,True,Windows Server 2012
Elevation of Privilege,True,Important,Vulnerability in Windows Application Compatibility Cache Could Allow Elevation of Privilege,MS15-001,True,True,True,True,True,,False,True,False,3023266,True,CVE-2015-0002,3023266,2015-01-13,,Yes,True,Windows Server 2012 R2
Elevation of Privilege,True,Important,Vulnerability in Windows Application Compatibility Cache Could Allow Elevation of Privilege,MS15-001,True,True,True,True,True,,False,True,False,3023266,True,CVE-2015-0002,3023266,2015-01-13,,Yes,True,Windows Server 2012 (Server Core installation)
Elevation of Privilege,True,Important,Vulnerability in Windows Application Compatibility Cache Could Allow Elevation of Privilege,MS15-001,True,True,True,True,True,,False,True,False,3023266,True,CVE-2015-0002,3023266,2015-01-13,,Yes,True,Windows Server 2012 R2 (server core installation)
Information Disclosure,False,Important,Vulnerability in Microsoft Graphics Component Could Allow Information Disclosure,MS14-085,False,False,False,False,False,,False,False,False,3013126,False,CVE-2014-6355,3013126,2014-12-09,,Maybe,False,Windows Server 2012
